user_id,plan_type,billing_cycle,signup_date,is_churner
2921,Premium,Annual,2024-12-06,False
2922,Family,Annual,2024-12-27,False
2923,Basic,Monthly,2024-01-30,False
2924,Family,Annual,2024-04-15,False
2925,Premium,Monthly,2024-11-25,False
2926,Family,Annual,2024-01-17,False
2927,Basic,Annual,2024-02-25,False
2928,Family,Annual,2024-01-15,False
2929,Family,Annual,2024-12-03,False
2930,Family,Annual,2024-05-06,False
2931,Premium,Annual,2024-02-10,False
2932,Family,Annual,2024-06-12,False
2933,Basic,Monthly,2024-03-29,False
2934,Family,Annual,2024-09-22,False
2935,Premium,Annual,2024-08-24,False
2936,Family,Annual,2024-05-01,False
2937,Premium,Annual,2024-07-21,False
2938,Basic,Annual,2024-05-05,False
2939,Basic,Monthly,2024-03-06,False
2940,Premium,Monthly,2024-11-07,False
2941,Basic,Annual,2024-02-28,False
2942,Premium,Annual,2024-07-23,False
2943,Basic,Monthly,2024-10-20,False
2944,Premium,Annual,2024-11-01,False
2945,Family,Annual,2024-08-22,False
2946,Premium,Monthly,2024-11-18,False
2947,Family,Annual,2024-09-13,False
2948,Basic,Annual,2024-01-15,False
2949,Family,Annual,2024-03-26,False
2950,Family,Annual,2024-12-04,False
2951,Premium,Annual,2024-12-04,False
2952,Family,Annual,2024-05-02,False
2953,Family,Annual,2024-09-11,False
2954,Basic,Annual,2024-03-23,False
2955,Basic,Annual,2024-10-01,False
2956,Premium,Monthly,2024-07-16,False
2957,Premium,Monthly,2024-09-06,False
2958,Basic,Monthly,2024-07-16,False
2959,Premium,Annual,2024-08-29,False
2960,Premium,Monthly,2024-03-07,True
2961,Basic,Monthly,2024-07-06,False
2962,Family,Annual,2024-05-24,False
2963,Premium,Monthly,2024-06-12,False
2964,Family,Annual,2024-04-25,False
2965,Family,Annual,2024-01-20,True
2966,Premium,Monthly,2024-01-21,False
2967,Premium,Monthly,2024-05-07,False
2968,Basic,Monthly,2024-11-10,False
2969,Basic,Annual,2024-04-07,False
2970,Premium,Monthly,2024-04-17,False
2971,Premium,Annual,2024-09-23,False
2972,Premium,Monthly,2024-12-25,False
2973,Premium,Monthly,2024-08-06,True
2974,Basic,Monthly,2024-11-02,False
2975,Basic,Annual,2024-11-14,False
2976,Family,Annual,2024-04-16,False
2977,Premium,Annual,2024-10-25,False
2978,Basic,Annual,2024-11-11,False
2979,Basic,Monthly,2024-12-04,False
2980,Basic,Monthly,2024-09-19,False
2981,Premium,Annual,2024-08-01,False
2982,Basic,Monthly,2024-01-24,False
2983,Premium,Annual,2024-09-15,False
2984,Basic,Monthly,2024-08-26,False
2985,Family,Annual,2024-02-18,False
2986,Basic,Monthly,2024-03-28,False
2987,Family,Annual,2024-05-30,False
2988,Basic,Annual,2024-04-17,False
2989,Basic,Monthly,2024-09-03,False
2990,Basic,Annual,2024-01-11,False
2991,Family,Annual,2024-09-14,False
2992,Basic,Monthly,2024-10-16,False
2993,Premium,Monthly,2024-06-11,False
2994,Premium,Annual,2024-07-10,False
2995,Premium,Monthly,2024-11-05,False
2996,Family,Annual,2024-03-19,False
2997,Family,Annual,2024-03-18,True
2998,Premium,Monthly,2024-02-02,False
2999,Family,Annual,2024-04-14,False
3000,Premium,Annual,2024-01-20,False
3001,Family,Annual,2024-02-07,False
3002,Family,Annual,2024-06-14,False
3003,Premium,Annual,2024-04-28,False
3004,Premium,Annual,2024-02-28,False
3005,Basic,Annual,2024-03-05,False
3006,Premium,Annual,2024-01-02,False
3007,Basic,Monthly,2024-03-30,False
3008,Basic,Annual,2024-11-14,False
3009,Basic,Monthly,2024-08-12,False
3010,Family,Annual,2024-08-04,False
3011,Premium,Monthly,2024-04-12,False
3012,Family,Annual,2024-03-02,False
3013,Basic,Annual,2024-08-28,False
3014,Family,Annual,2024-10-20,False
3015,Family,Annual,2024-11-04,False
3016,Family,Annual,2024-04-03,False
3017,Premium,Monthly,2024-12-11,False
3018,Premium,Monthly,2024-05-09,False
3019,Family,Annual,2024-10-09,False
3020,Premium,Monthly,2024-01-28,False
3021,Premium,Annual,2024-04-03,False
3022,Premium,Monthly,2024-10-13,False
3023,Basic,Annual,2024-09-27,False
3024,Family,Annual,2024-08-18,False
3025,Family,Annual,2024-03-13,False
3026,Basic,Annual,2024-12-12,False
3027,Basic,Monthly,2024-11-30,False
3028,Basic,Monthly,2024-07-11,False
3029,Family,Annual,2024-04-23,False
3030,Premium,Monthly,2024-09-24,False
3031,Basic,Annual,2024-09-19,False
3032,Basic,Monthly,2024-03-23,False
3033,Family,Annual,2024-07-21,False
3034,Premium,Monthly,2024-02-09,False
3035,Premium,Annual,2024-09-03,False
3036,Family,Annual,2024-05-24,True
3037,Premium,Monthly,2024-05-12,False
3038,Family,Annual,2024-02-26,False
3039,Premium,Annual,2024-09-21,False
3040,Premium,Annual,2024-03-07,False
3041,Basic,Annual,2024-12-12,False
3042,Basic,Monthly,2024-02-06,False
3043,Basic,Annual,2024-05-30,False
3044,Basic,Annual,2024-05-11,False
3045,Basic,Annual,2024-03-06,False
3046,Premium,Monthly,2024-07-23,False
3047,Premium,Annual,2024-05-28,False
3048,Family,Annual,2024-08-11,False
3049,Family,Annual,2024-02-29,False
3050,Premium,Annual,2024-05-27,False
3051,Basic,Annual,2024-02-26,False
3052,Premium,Annual,2024-08-19,False
3053,Basic,Monthly,2024-05-08,False
3054,Family,Annual,2024-08-14,False
3055,Premium,Annual,2024-04-24,False
3056,Family,Annual,2024-12-01,False
3057,Family,Annual,2024-06-12,False
3058,Family,Annual,2024-11-03,False
3059,Basic,Annual,2024-09-22,False
3060,Basic,Monthly,2024-03-11,False
3061,Premium,Annual,2024-09-02,False
3062,Premium,Monthly,2024-12-04,False
3063,Basic,Monthly,2024-10-02,False
3064,Family,Annual,2024-12-15,False
3065,Basic,Monthly,2024-12-14,False
3066,Basic,Annual,2024-06-28,False
3067,Family,Annual,2024-08-26,False
3068,Basic,Annual,2024-12-09,False
3069,Premium,Monthly,2024-06-03,False
3070,Family,Annual,2024-05-13,False
3071,Premium,Annual,2024-12-25,False
3072,Basic,Monthly,2024-07-09,False
3073,Family,Annual,2024-11-02,False
3074,Premium,Annual,2024-12-09,False
3075,Premium,Monthly,2024-03-01,False
3076,Family,Annual,2024-04-16,False
3077,Family,Annual,2024-07-22,False
3078,Basic,Annual,2024-08-11,False
3079,Premium,Monthly,2024-05-08,False
3080,Family,Annual,2024-01-14,False
3081,Family,Annual,2024-11-04,False
3082,Basic,Annual,2024-06-08,False
3083,Premium,Monthly,2024-08-11,False
3084,Basic,Annual,2024-01-03,False
3085,Basic,Monthly,2024-04-22,False
3086,Premium,Monthly,2024-05-25,False
3087,Basic,Monthly,2024-03-17,False
3088,Family,Annual,2024-10-22,False
3089,Premium,Monthly,2024-02-28,False
3090,Family,Annual,2024-03-03,False
3091,Basic,Annual,2024-11-10,False
3092,Premium,Monthly,2024-06-03,False
3093,Family,Annual,2024-12-17,False
3094,Premium,Monthly,2024-04-12,False
3095,Premium,Monthly,2024-05-24,False
3096,Premium,Annual,2024-01-26,False
3097,Family,Annual,2024-02-05,False
3098,Basic,Annual,2024-07-12,False
3099,Family,Annual,2024-11-15,False
3100,Premium,Monthly,2024-03-20,False
3101,Basic,Monthly,2024-10-02,False
3102,Basic,Monthly,2024-07-13,False
3103,Premium,Monthly,2024-11-28,False
3104,Basic,Monthly,2024-05-23,False
3105,Premium,Monthly,2024-03-28,False
3106,Premium,Annual,2024-03-24,False
3107,Basic,Annual,2024-04-08,False
3108,Family,Annual,2024-06-28,False
3109,Basic,Monthly,2024-05-04,False
3110,Basic,Annual,2024-10-05,False
3111,Premium,Annual,2024-11-27,False
3112,Family,Annual,2024-10-22,False
3113,Basic,Annual,2024-08-20,False
3114,Basic,Annual,2024-11-28,False
3115,Basic,Annual,2024-04-08,False
3116,Family,Annual,2024-12-21,False
3117,Family,Annual,2024-12-18,False
3118,Family,Annual,2024-05-15,False
3119,Premium,Monthly,2024-08-19,True
3120,Family,Annual,2024-09-05,False
3121,Basic,Annual,2024-05-13,False
3122,Premium,Monthly,2024-02-07,False
3123,Basic,Annual,2024-03-26,False
3124,Family,Annual,2024-04-13,False
3125,Basic,Monthly,2024-04-22,False
3126,Premium,Annual,2024-09-20,False
3127,Premium,Monthly,2024-07-07,False
3128,Premium,Monthly,2024-03-16,False
3129,Family,Annual,2024-10-11,False
3130,Premium,Annual,2024-07-29,True
3131,Basic,Monthly,2024-08-31,False
3132,Family,Annual,2024-03-21,False
3133,Basic,Annual,2024-06-04,False
3134,Family,Annual,2024-03-08,False
3135,Basic,Monthly,2024-11-01,False
3136,Premium,Annual,2024-10-23,False
3137,Basic,Annual,2024-07-07,False
3138,Premium,Annual,2024-03-29,False
3139,Basic,Annual,2024-03-19,False
3140,Premium,Annual,2024-01-12,False
3141,Premium,Monthly,2024-11-21,False
3142,Basic,Annual,2024-04-09,False
3143,Basic,Annual,2024-04-08,True
3144,Family,Annual,2024-07-26,False
3145,Premium,Annual,2024-12-30,False
3146,Basic,Annual,2024-12-25,False
3147,Premium,Annual,2024-07-25,False
3148,Family,Annual,2024-08-21,False
3149,Family,Annual,2024-10-11,False
3150,Family,Annual,2024-01-23,False
3151,Family,Annual,2024-04-28,False
3152,Basic,Monthly,2024-02-08,False
3153,Basic,Monthly,2024-03-05,False
3154,Basic,Monthly,2024-11-06,False
3155,Premium,Annual,2024-10-04,False
3156,Basic,Monthly,2024-02-14,False
3157,Family,Annual,2024-09-19,False
3158,Basic,Annual,2024-04-30,False
3159,Family,Annual,2024-09-09,False
3160,Basic,Monthly,2024-07-31,False
3161,Family,Annual,2024-07-28,False
3162,Basic,Monthly,2024-09-06,False
3163,Basic,Monthly,2024-09-18,False
3164,Family,Annual,2024-09-09,False
3165,Premium,Monthly,2024-07-22,False
3166,Family,Annual,2024-09-21,False
3167,Premium,Annual,2024-05-13,False
3168,Premium,Annual,2024-01-02,False
3169,Premium,Monthly,2024-12-22,False
3170,Basic,Annual,2024-12-23,False
3171,Basic,Annual,2024-07-25,False
3172,Premium,Annual,2024-01-17,False
3173,Basic,Annual,2024-11-25,False
3174,Family,Annual,2024-07-18,False
3175,Family,Annual,2024-01-14,False
3176,Premium,Annual,2024-07-31,False
3177,Premium,Monthly,2024-05-10,False
3178,Basic,Monthly,2024-03-09,False
3179,Premium,Annual,2024-03-13,False
3180,Premium,Monthly,2024-12-14,False
3181,Basic,Monthly,2024-07-18,False
3182,Family,Annual,2024-05-05,False
3183,Basic,Annual,2024-04-22,False
3184,Premium,Monthly,2024-06-17,False
3185,Premium,Monthly,2024-12-13,False
3186,Family,Annual,2024-12-29,False
3187,Premium,Monthly,2024-09-17,False
3188,Basic,Monthly,2024-08-03,False
3189,Basic,Monthly,2024-01-18,False
3190,Premium,Monthly,2024-06-16,False
3191,Basic,Annual,2024-05-05,False
3192,Family,Annual,2024-06-01,False
3193,Premium,Annual,2024-04-08,False
3194,Basic,Annual,2024-08-12,False
3195,Basic,Monthly,2024-04-12,False
3196,Premium,Annual,2024-05-29,False
3197,Basic,Monthly,2024-08-25,False
3198,Family,Annual,2024-03-20,False
3199,Family,Annual,2024-06-27,False
3200,Basic,Monthly,2024-08-31,False
3201,Premium,Monthly,2024-02-21,False
3202,Premium,Annual,2024-04-18,False
3203,Premium,Monthly,2024-03-20,False
3204,Premium,Annual,2024-09-24,False
3205,Basic,Monthly,2024-03-05,False
3206,Premium,Annual,2024-06-16,True
3207,Family,Annual,2024-04-24,False
3208,Family,Annual,2024-08-10,False
3209,Family,Annual,2024-02-20,False
3210,Family,Annual,2024-10-04,False
3211,Basic,Annual,2024-02-20,False
3212,Premium,Monthly,2024-07-07,True
3213,Premium,Annual,2024-08-07,True
3214,Family,Annual,2024-07-17,False
3215,Basic,Annual,2024-09-23,False
3216,Premium,Annual,2024-01-27,False
3217,Family,Annual,2024-03-20,False
3218,Basic,Monthly,2024-11-17,False
3219,Basic,Monthly,2024-04-19,False
3220,Basic,Monthly,2024-05-15,False
3221,Premium,Annual,2024-06-05,False
3222,Basic,Monthly,2024-02-06,False
3223,Premium,Annual,2024-02-02,False
3224,Basic,Monthly,2024-04-06,False
3225,Premium,Annual,2024-07-02,False
3226,Basic,Monthly,2024-01-13,False
3227,Basic,Annual,2024-06-15,False
3228,Family,Annual,2024-12-25,False
3229,Premium,Monthly,2024-08-20,False
3230,Basic,Annual,2024-10-18,False
3231,Premium,Monthly,2024-04-17,False
3232,Basic,Monthly,2024-01-23,False
3233,Family,Annual,2024-08-30,False
3234,Basic,Monthly,2024-08-02,False
3235,Basic,Annual,2024-09-15,False
3236,Premium,Annual,2024-11-30,False
3237,Basic,Annual,2024-10-18,False
3238,Family,Annual,2024-05-06,False
3239,Premium,Annual,2024-02-04,False
3240,Family,Annual,2024-05-04,False
3241,Premium,Monthly,2024-03-16,False
3242,Family,Annual,2024-06-21,False
3243,Premium,Annual,2024-07-11,False
3244,Basic,Annual,2024-05-01,False
3245,Premium,Annual,2024-08-01,False
3246,Basic,Annual,2024-12-26,False
3247,Premium,Monthly,2024-01-02,False
3248,Family,Annual,2024-10-07,False
3249,Basic,Annual,2024-01-12,False
3250,Family,Annual,2024-01-02,False
3251,Basic,Annual,2024-05-30,False
3252,Basic,Annual,2024-05-24,False
3253,Premium,Monthly,2024-06-02,False
3254,Basic,Monthly,2024-02-08,False
3255,Family,Annual,2024-09-06,False
3256,Premium,Monthly,2024-12-05,False
3257,Family,Annual,2024-04-09,False
3258,Family,Annual,2024-04-10,False
3259,Premium,Monthly,2024-03-06,False
3260,Family,Annual,2024-03-28,False
3261,Family,Annual,2024-11-12,False
3262,Family,Annual,2024-11-22,False
3263,Family,Annual,2024-07-24,False
3264,Family,Annual,2024-12-27,False
3265,Basic,Annual,2024-07-05,False
3266,Basic,Annual,2024-01-28,False
3267,Basic,Monthly,2024-03-15,False
3268,Premium,Annual,2024-01-10,False
3269,Family,Annual,2024-08-18,False
3270,Premium,Annual,2024-06-13,False
3271,Family,Annual,2024-05-29,False
3272,Premium,Annual,2024-10-12,False
3273,Family,Annual,2024-02-16,False
3274,Family,Annual,2024-02-25,False
3275,Basic,Annual,2024-11-03,False
3276,Premium,Monthly,2024-09-11,False
3277,Premium,Annual,2024-10-18,False
3278,Premium,Monthly,2024-04-30,False
3279,Family,Annual,2024-11-22,False
3280,Premium,Monthly,2024-04-10,False
3281,Premium,Annual,2024-11-18,False
3282,Basic,Monthly,2024-07-03,False
3283,Family,Annual,2024-10-13,False
3284,Premium,Monthly,2024-01-26,False
3285,Basic,Annual,2024-10-20,False
3286,Family,Annual,2024-09-10,False
3287,Basic,Monthly,2024-02-03,False
3288,Basic,Annual,2024-01-21,False
3289,Basic,Monthly,2024-10-24,False
3290,Family,Annual,2024-09-02,False
3291,Family,Annual,2024-11-13,False
3292,Premium,Monthly,2024-11-01,False
3293,Basic,Annual,2024-06-07,False
3294,Family,Annual,2024-11-22,False
3295,Family,Annual,2024-01-11,False
3296,Family,Annual,2024-11-09,False
3297,Premium,Monthly,2024-06-30,False
3298,Premium,Annual,2024-02-11,False
3299,Family,Annual,2024-03-03,False
3300,Basic,Annual,2024-06-04,False
3301,Premium,Monthly,2024-08-01,False
3302,Premium,Annual,2024-02-15,False
3303,Basic,Annual,2024-06-17,False
3304,Premium,Monthly,2024-07-23,False
3305,Basic,Monthly,2024-12-30,False
3306,Basic,Annual,2024-09-05,False
3307,Premium,Monthly,2024-01-23,False
3308,Premium,Monthly,2024-09-25,False
3309,Family,Annual,2024-02-18,False
3310,Basic,Monthly,2024-10-16,False
3311,Premium,Monthly,2024-10-18,False
3312,Family,Annual,2024-04-28,False
3313,Family,Annual,2024-03-08,False
3314,Premium,Annual,2024-03-14,False
3315,Family,Annual,2024-09-11,False
3316,Premium,Annual,2024-01-13,False
3317,Basic,Monthly,2024-12-06,False
3318,Basic,Annual,2024-11-18,False
3319,Family,Annual,2024-03-02,False
3320,Premium,Annual,2024-12-20,False
3321,Premium,Monthly,2024-11-22,False
3322,Family,Annual,2024-05-17,False
3323,Premium,Monthly,2024-07-03,False
3324,Basic,Annual,2024-09-09,False
3325,Family,Annual,2024-05-30,False
3326,Family,Annual,2024-03-11,False
3327,Family,Annual,2024-12-02,False
3328,Family,Annual,2024-08-21,False
3329,Basic,Annual,2024-03-30,False
3330,Premium,Annual,2024-08-14,False
3331,Basic,Monthly,2024-11-07,False
3332,Premium,Annual,2024-04-12,False
3333,Premium,Annual,2024-11-18,False
3334,Premium,Annual,2024-12-27,False
3335,Basic,Annual,2024-05-01,False
3336,Family,Annual,2024-09-22,False
3337,Premium,Annual,2024-08-03,False
3338,Family,Annual,2024-12-17,True
3339,Premium,Monthly,2024-07-02,False
3340,Premium,Monthly,2024-06-13,False
3341,Premium,Monthly,2024-10-28,False
3342,Premium,Annual,2024-06-06,False
3343,Basic,Annual,2024-12-04,False
3344,Family,Annual,2024-02-22,False
3345,Basic,Monthly,2024-05-08,False
3346,Premium,Monthly,2024-12-13,False
3347,Family,Annual,2024-09-12,False
3348,Basic,Monthly,2024-07-20,True
3349,Family,Annual,2024-03-08,False
3350,Basic,Monthly,2024-02-12,False
3351,Premium,Annual,2024-11-27,False
3352,Family,Annual,2024-04-29,False
3353,Basic,Monthly,2024-08-31,False
3354,Family,Annual,2024-06-14,False
3355,Premium,Monthly,2024-06-27,False
3356,Family,Annual,2024-11-18,False
3357,Family,Annual,2024-02-07,False
3358,Family,Annual,2024-08-24,False
3359,Family,Annual,2024-10-12,False
3360,Family,Annual,2024-12-25,False
3361,Family,Annual,2024-09-08,False
3362,Basic,Monthly,2024-11-04,False
3363,Basic,Annual,2024-07-04,False
3364,Basic,Annual,2024-08-10,False
3365,Basic,Annual,2024-06-01,False
3366,Premium,Annual,2024-02-03,False
3367,Basic,Annual,2024-04-14,False
3368,Family,Annual,2024-09-05,False
3369,Premium,Monthly,2024-10-17,False
3370,Premium,Annual,2024-09-20,False
3371,Basic,Monthly,2024-10-11,False
3372,Family,Annual,2024-02-13,False
3373,Basic,Monthly,2024-11-22,False
3374,Basic,Annual,2024-12-01,False
3375,Family,Annual,2024-01-03,False
3376,Premium,Monthly,2024-11-19,False
3377,Family,Annual,2024-08-03,False
3378,Basic,Monthly,2024-07-23,False
3379,Family,Annual,2024-06-20,False
3380,Family,Annual,2024-01-31,False
3381,Premium,Annual,2024-04-08,False
3382,Family,Annual,2024-03-28,False
3383,Family,Annual,2024-10-09,False
3384,Family,Annual,2024-03-06,False
3385,Premium,Monthly,2024-03-24,False
3386,Premium,Monthly,2024-06-17,False
3387,Family,Annual,2024-08-05,False
3388,Basic,Annual,2024-06-05,False
3389,Basic,Monthly,2024-12-31,False
3390,Family,Annual,2024-07-12,True
3391,Family,Annual,2024-10-15,False
3392,Basic,Annual,2024-11-24,True
3393,Basic,Annual,2024-02-28,False
3394,Basic,Annual,2024-03-02,False
3395,Family,Annual,2024-09-16,False
3396,Premium,Annual,2024-10-26,False
3397,Family,Annual,2024-08-07,False
3398,Basic,Monthly,2024-01-05,False
3399,Premium,Annual,2024-09-25,False
3400,Basic,Monthly,2024-07-31,False
3401,Basic,Monthly,2024-03-20,False
3402,Basic,Annual,2024-02-09,False
3403,Basic,Annual,2024-06-14,False
3404,Basic,Annual,2024-04-18,False
3405,Family,Annual,2024-08-28,False
3406,Basic,Annual,2024-03-30,False
3407,Family,Annual,2024-08-20,False
3408,Premium,Annual,2024-10-09,True
3409,Family,Annual,2024-09-11,False
3410,Premium,Monthly,2024-04-07,False
3411,Family,Annual,2024-01-09,False
3412,Premium,Monthly,2024-12-18,False
3413,Basic,Monthly,2024-02-08,True
3414,Premium,Annual,2024-11-12,False
3415,Premium,Annual,2024-04-23,False
3416,Premium,Annual,2024-03-16,False
3417,Basic,Annual,2024-12-31,False
3418,Family,Annual,2024-03-27,False
3419,Basic,Annual,2024-09-05,False
3420,Premium,Monthly,2024-01-21,False
3421,Premium,Monthly,2024-01-24,False
3422,Basic,Monthly,2024-08-26,True
3423,Premium,Monthly,2024-12-12,False
3424,Family,Annual,2024-02-20,False
3425,Family,Annual,2024-08-08,False
3426,Basic,Annual,2024-09-03,False
3427,Premium,Annual,2024-02-17,False
3428,Basic,Monthly,2024-04-27,False
3429,Premium,Annual,2024-02-27,False
3430,Family,Annual,2024-06-24,False
3431,Premium,Monthly,2024-07-03,False
3432,Family,Annual,2024-09-13,False
3433,Basic,Monthly,2024-11-08,False
3434,Family,Annual,2024-12-27,False
3435,Basic,Monthly,2024-07-26,False
3436,Family,Annual,2024-01-07,False
3437,Basic,Annual,2024-01-29,False
3438,Basic,Annual,2024-12-26,False
3439,Premium,Monthly,2024-01-23,False
3440,Premium,Monthly,2024-02-20,False
3441,Premium,Monthly,2024-09-16,False
3442,Premium,Monthly,2024-02-10,False
3443,Family,Annual,2024-11-24,False
3444,Basic,Annual,2024-09-12,False
3445,Basic,Annual,2024-10-23,False
3446,Family,Annual,2024-12-22,False
3447,Premium,Monthly,2024-01-07,False
3448,Family,Annual,2024-03-02,False
3449,Basic,Monthly,2024-12-22,False
3450,Premium,Monthly,2024-05-12,False
3451,Basic,Monthly,2024-10-10,False
3452,Family,Annual,2024-02-04,False
3453,Premium,Monthly,2024-11-27,False
3454,Family,Annual,2024-08-10,False
3455,Premium,Monthly,2024-05-07,False
3456,Basic,Monthly,2024-07-30,False
3457,Basic,Monthly,2024-09-14,False
3458,Premium,Monthly,2024-03-13,False
3459,Basic,Annual,2024-11-13,False
3460,Basic,Monthly,2024-02-07,False
3461,Premium,Annual,2024-09-13,False
3462,Basic,Annual,2024-10-27,False
3463,Premium,Annual,2024-08-31,False
3464,Family,Annual,2024-08-30,False
3465,Family,Annual,2024-07-06,False
3466,Family,Annual,2024-09-09,False
3467,Premium,Monthly,2024-12-22,False
3468,Premium,Annual,2024-11-13,False
3469,Family,Annual,2024-03-10,False
3470,Basic,Annual,2024-10-22,False
3471,Basic,Annual,2024-08-29,True
3472,Premium,Monthly,2024-08-27,False
3473,Basic,Annual,2024-03-08,False
3474,Basic,Annual,2024-03-01,False
3475,Premium,Monthly,2024-03-14,False
3476,Family,Annual,2024-12-21,False
3477,Premium,Annual,2024-11-10,False
3478,Family,Annual,2024-04-19,False
3479,Family,Annual,2024-01-29,False
3480,Premium,Annual,2024-11-21,False
3481,Family,Annual,2024-02-06,False
3482,Premium,Annual,2024-03-27,False
3483,Premium,Annual,2024-09-20,False
3484,Premium,Monthly,2024-10-01,False
3485,Family,Annual,2024-09-15,True
3486,Basic,Monthly,2024-03-19,False
3487,Basic,Annual,2024-01-13,False
3488,Premium,Annual,2024-04-26,False
3489,Family,Annual,2024-09-30,False
3490,Premium,Monthly,2024-02-29,False
3491,Premium,Annual,2024-01-07,False
3492,Basic,Annual,2024-01-23,False
3493,Basic,Monthly,2024-03-17,False
3494,Basic,Annual,2024-06-05,False
3495,Basic,Monthly,2024-11-23,False
3496,Premium,Annual,2024-12-23,False
3497,Family,Annual,2024-07-09,False
3498,Premium,Monthly,2024-05-05,False
3499,Basic,Annual,2024-04-14,False
3500,Premium,Monthly,2024-10-25,False
3501,Family,Annual,2024-08-22,False
3502,Basic,Annual,2024-05-21,False
3503,Premium,Annual,2024-09-21,False
3504,Basic,Annual,2024-04-18,False
3505,Basic,Monthly,2024-06-15,False
3506,Premium,Annual,2024-12-19,False
3507,Basic,Annual,2024-11-09,False
3508,Premium,Monthly,2024-12-24,False
3509,Basic,Monthly,2024-08-13,False
3510,Family,Annual,2024-03-28,False
3511,Family,Annual,2024-02-28,False
3512,Premium,Annual,2024-08-29,False
3513,Family,Annual,2024-04-09,False
3514,Premium,Annual,2024-07-08,False
3515,Family,Annual,2024-08-28,False
3516,Family,Annual,2024-12-22,False
3517,Premium,Monthly,2024-01-24,False
3518,Premium,Monthly,2024-04-08,False
3519,Premium,Monthly,2024-12-24,False
3520,Basic,Annual,2024-08-14,False
3521,Premium,Monthly,2024-07-17,False
3522,Basic,Annual,2024-12-31,False
3523,Basic,Annual,2024-10-02,True
3524,Premium,Annual,2024-10-18,False
3525,Premium,Monthly,2024-03-16,False
3526,Family,Annual,2024-07-26,False
3527,Premium,Annual,2024-10-11,False
3528,Basic,Annual,2024-05-24,False
3529,Premium,Annual,2024-07-08,False
3530,Family,Annual,2024-01-25,False
3531,Premium,Monthly,2024-02-05,False
3532,Family,Annual,2024-09-28,False
3533,Premium,Monthly,2024-08-06,False
3534,Premium,Monthly,2024-03-10,False
3535,Premium,Monthly,2024-09-08,False
3536,Family,Annual,2024-10-27,False
3537,Family,Annual,2024-07-15,False
3538,Basic,Annual,2024-02-17,False
3539,Premium,Monthly,2024-06-23,False
3540,Family,Annual,2024-09-12,False
3541,Basic,Monthly,2024-07-08,False
3542,Basic,Monthly,2024-02-15,False
3543,Premium,Monthly,2024-04-20,False
3544,Premium,Annual,2024-04-29,False
3545,Family,Annual,2024-01-19,False
3546,Family,Annual,2024-05-19,False
3547,Premium,Annual,2024-01-16,False
3548,Premium,Annual,2024-12-15,False
3549,Basic,Monthly,2024-02-07,False
3550,Premium,Monthly,2024-09-15,False
3551,Family,Annual,2024-04-12,False
3552,Premium,Monthly,2024-01-21,False
3553,Family,Annual,2024-12-26,False
3554,Basic,Annual,2024-04-03,False
3555,Premium,Annual,2024-01-29,False
3556,Premium,Monthly,2024-08-29,False
3557,Basic,Annual,2024-02-23,False
3558,Basic,Annual,2024-08-26,False
3559,Premium,Annual,2024-04-21,False
3560,Family,Annual,2024-06-24,False
3561,Basic,Monthly,2024-04-28,False
3562,Premium,Annual,2024-06-22,False
3563,Premium,Monthly,2024-06-23,False
3564,Family,Annual,2024-02-08,False
3565,Family,Annual,2024-05-14,False
3566,Basic,Monthly,2024-06-17,False
3567,Basic,Annual,2024-05-21,False
3568,Basic,Monthly,2024-06-24,False
3569,Family,Annual,2024-10-05,False
3570,Basic,Monthly,2024-08-19,False
3571,Premium,Monthly,2024-03-17,False
3572,Family,Annual,2024-12-19,True
3573,Basic,Monthly,2024-02-10,False
3574,Basic,Monthly,2024-08-30,False
3575,Basic,Monthly,2024-08-09,False
3576,Basic,Annual,2024-11-24,False
3577,Premium,Annual,2024-09-27,False
3578,Premium,Monthly,2024-08-27,False
3579,Premium,Annual,2024-09-18,False
3580,Basic,Annual,2024-02-07,False
3581,Basic,Annual,2024-11-06,False
3582,Premium,Annual,2024-08-17,False
3583,Family,Annual,2024-04-27,False
3584,Family,Annual,2024-01-21,False
3585,Family,Annual,2024-10-10,False
3586,Premium,Monthly,2024-02-08,False
3587,Basic,Annual,2024-06-14,False
3588,Basic,Annual,2024-07-20,False
3589,Family,Annual,2024-08-26,False
3590,Premium,Annual,2024-07-21,False
3591,Premium,Monthly,2024-12-01,False
3592,Premium,Annual,2024-12-23,False
3593,Premium,Annual,2024-04-01,False
3594,Premium,Annual,2024-02-06,False
3595,Premium,Annual,2024-04-05,False
3596,Basic,Monthly,2024-07-03,True
3597,Premium,Annual,2024-07-21,False
3598,Premium,Monthly,2024-03-30,False
3599,Basic,Monthly,2024-11-24,False
3600,Premium,Monthly,2024-01-20,False
3601,Premium,Annual,2024-03-12,False
3602,Premium,Monthly,2024-05-13,False
3603,Premium,Annual,2024-07-08,False
3604,Premium,Monthly,2024-07-25,False
3605,Family,Annual,2024-03-17,False
3606,Family,Annual,2024-08-15,False
3607,Family,Annual,2024-04-11,False
3608,Family,Annual,2024-03-12,False
3609,Family,Annual,2024-11-24,False
3610,Basic,Monthly,2024-02-20,False
3611,Family,Annual,2024-09-26,False
3612,Basic,Annual,2024-09-15,False
3613,Family,Annual,2024-09-25,False
3614,Family,Annual,2024-01-03,False
3615,Premium,Monthly,2024-06-27,False
3616,Family,Annual,2024-09-18,False
3617,Basic,Annual,2024-06-26,False
