ticket_id,user_id,date_opened,issue_type
1787,577,2024-01-05,General Inquiry
1788,6351,2024-07-21,Billing
1789,326,2025-08-20,General Inquiry
1790,10000,2024-05-30,General Inquiry
1791,6203,2024-06-29,Technical
1792,2842,2024-04-18,Technical
1793,2845,2024-11-08,Account Access
1794,5119,2024-04-10,Technical
1795,2450,2024-03-27,General Inquiry
1796,6725,2024-01-31,Billing
1797,5174,2024-03-26,Account Access
1798,7680,2025-09-06,Billing
1799,5158,2025-06-13,Billing
1800,9428,2024-09-10,Technical
1801,6896,2024-02-13,Technical
1802,9928,2024-11-18,Account Access
1803,230,2025-09-02,General Inquiry
1804,824,2025-04-28,Account Access
1805,7320,2025-02-08,Technical
1806,6121,2024-11-28,Technical
1807,5154,2025-06-04,Technical
1808,926,2025-07-02,Billing
1809,8590,2025-07-22,Billing
1810,9017,2024-03-29,Technical
1811,6593,2024-07-31,Billing
1812,7011,2024-08-21,General Inquiry
1813,1660,2025-05-16,Technical
1814,270,2024-11-02,Account Access
1815,8204,2024-06-24,Account Access
1816,1008,2025-01-11,Technical
1817,1952,2025-08-08,Technical
1818,2091,2024-07-06,Technical
1819,8561,2024-12-09,Billing
1820,946,2024-11-27,Technical
1821,9096,2025-04-23,Billing
1822,27,2025-09-15,Technical
1823,4719,2025-07-31,General Inquiry
1824,1772,2025-09-15,General Inquiry
1825,7435,2025-03-28,Technical
1826,4318,2024-11-27,Billing
1827,5422,2024-10-18,Technical
1828,3298,2024-07-01,Technical
1829,1367,2024-01-13,Billing
1830,2856,2025-04-23,General Inquiry
1831,9310,2024-11-22,Technical
1832,6394,2025-03-14,Technical
1833,5405,2024-04-28,Technical
1834,8910,2024-12-08,Billing
1835,4714,2024-09-29,Technical
1836,2234,2024-02-02,General Inquiry
1837,881,2024-06-15,General Inquiry
1838,8383,2025-01-15,Technical
1839,9615,2025-09-17,Billing
1840,3786,2024-10-18,Technical
1841,5333,2025-03-03,Billing
1842,1482,2024-08-27,General Inquiry
1843,2598,2025-08-06,Account Access
1844,108,2025-04-24,General Inquiry
1845,5688,2024-11-25,Account Access
1846,409,2025-04-02,Technical
1847,4958,2025-05-20,General Inquiry
1848,5848,2025-06-29,Technical
1849,3811,2024-05-07,Technical
1850,436,2025-08-09,Billing
1851,4175,2025-06-16,Billing
1852,2131,2024-06-12,Billing
1853,302,2024-02-23,General Inquiry
1854,7784,2024-10-23,Account Access
1855,5804,2025-02-28,Billing
1856,6336,2025-10-08,Account Access
1857,4926,2024-08-24,Technical
1858,937,2024-09-19,Billing
1859,2804,2024-05-31,Technical
1860,846,2024-03-12,Technical
1861,9017,2024-03-13,Technical
1862,8154,2024-09-10,Technical
1863,7548,2024-05-28,Technical
1864,4732,2025-08-13,General Inquiry
1865,4208,2025-05-23,Account Access
1866,1898,2024-02-02,Billing
1867,9921,2025-10-13,General Inquiry
1868,2309,2025-06-11,General Inquiry
1869,2038,2024-02-09,General Inquiry
1870,8332,2024-08-19,Technical
1871,5804,2025-01-27,Billing
1872,9541,2024-08-27,General Inquiry
1873,6857,2024-02-17,Technical
1874,2197,2024-11-26,Technical
1875,4556,2024-04-28,General Inquiry
1876,19,2025-04-04,Technical
1877,8950,2024-05-14,Billing
1878,7160,2025-07-03,Billing
1879,1895,2024-10-30,Billing
1880,9161,2025-02-10,General Inquiry
1881,4392,2025-07-26,General Inquiry
1882,107,2025-09-30,Account Access
1883,6338,2024-04-30,Billing
1884,8837,2025-07-27,General Inquiry
1885,863,2025-04-09,Technical
1886,4833,2024-07-08,Billing
1887,6440,2025-08-15,General Inquiry
1888,9764,2024-01-20,Technical
1889,330,2024-05-11,Technical
1890,9458,2025-02-06,Technical
1891,2997,2025-06-19,Technical
1892,8517,2024-07-07,Technical
1893,9330,2024-08-26,Account Access
1894,4156,2025-06-20,General Inquiry
1895,4284,2025-04-23,Account Access
1896,7276,2025-10-18,Technical
1897,9902,2024-01-07,General Inquiry
1898,9605,2024-03-28,Billing
1899,1041,2024-05-17,Technical
1900,9834,2024-03-26,Billing
1901,3784,2025-07-09,Account Access
1902,592,2025-01-31,General Inquiry
1903,9901,2024-02-25,Billing
1904,402,2024-09-10,General Inquiry
1905,3655,2025-02-26,Technical
1906,1923,2024-10-16,Billing
1907,8254,2024-06-11,General Inquiry
1908,1093,2024-07-03,General Inquiry
1909,3391,2024-04-21,General Inquiry
1910,5708,2025-02-01,Billing
1911,9915,2025-07-11,Billing
1912,9223,2024-08-21,Billing
1913,6150,2024-08-23,Technical
1914,5874,2024-08-17,Billing
1915,7591,2025-01-24,Billing
1916,8275,2025-05-04,Technical
1917,6691,2025-09-16,Account Access
1918,2346,2024-03-13,Billing
1919,5716,2024-03-16,Billing
1920,9451,2024-11-26,Account Access
1921,2131,2025-03-10,General Inquiry
1922,1435,2024-09-30,Billing
1923,9823,2024-03-17,Technical
1924,5119,2025-06-04,Billing
1925,7446,2025-08-22,Technical
1926,3684,2024-06-23,Technical
1927,9112,2025-03-05,Billing
1928,9803,2025-09-09,Account Access
1929,6968,2025-04-11,Technical
1930,2163,2025-08-18,Billing
1931,436,2025-07-07,Billing
1932,8503,2024-01-17,Technical
1933,7060,2025-08-09,Billing
1934,2862,2024-04-29,General Inquiry
1935,3485,2024-11-07,Billing
1936,9329,2024-03-15,Billing
1937,9470,2025-06-16,Billing
1938,4281,2024-01-05,Technical
1939,4917,2025-01-31,Billing
1940,3361,2025-08-07,General Inquiry
1941,6253,2025-01-12,Technical
1942,7215,2025-07-11,Technical
1943,9237,2024-07-21,Technical
1944,4322,2024-05-30,General Inquiry
1945,642,2024-10-17,Billing
1946,8330,2025-02-02,Technical
1947,5174,2025-05-08,Billing
1948,8805,2025-09-01,General Inquiry
1949,2338,2025-03-01,General Inquiry
1950,521,2024-02-22,Technical
1951,9361,2025-03-17,Account Access
1952,8024,2025-02-07,Billing
1953,3953,2025-05-21,General Inquiry
1954,3532,2024-10-05,Technical
1955,4407,2024-02-06,Technical
1956,4233,2025-03-14,Technical
1957,9464,2025-04-01,General Inquiry
1958,7805,2024-06-10,Technical
1959,8976,2025-07-05,General Inquiry
1960,1087,2024-11-20,Billing
1961,6039,2025-06-22,Billing
1962,3212,2025-07-31,Billing
1963,5241,2024-07-19,Account Access
1964,9805,2024-12-31,Technical
1965,9154,2025-08-21,General Inquiry
1966,5785,2024-01-27,General Inquiry
1967,582,2024-02-27,General Inquiry
1968,3491,2024-12-18,General Inquiry
1969,3182,2024-03-20,Account Access
1970,5054,2024-01-01,Billing
1971,4187,2025-09-21,General Inquiry
1972,5000,2025-09-13,General Inquiry
1973,5693,2025-07-13,General Inquiry
1974,8653,2025-03-18,Account Access
1975,9096,2024-11-03,Billing
1976,6605,2024-01-20,Technical
1977,5836,2025-06-15,General Inquiry
1978,2814,2024-01-24,Billing
1979,4959,2025-05-10,General Inquiry
1980,4603,2024-08-28,General Inquiry
1981,6489,2024-12-11,Account Access
1982,2679,2024-03-26,Billing
1983,3348,2024-03-13,Account Access
1984,6155,2024-08-25,Billing
1985,2540,2025-05-07,General Inquiry
1986,8140,2025-01-25,Account Access
1987,1194,2025-02-07,General Inquiry
1988,4833,2024-10-24,Billing
1989,9054,2025-04-09,Technical
1990,2873,2024-08-04,Billing
1991,6355,2024-05-08,Billing
1992,5316,2025-07-14,Technical
1993,5862,2024-11-05,General Inquiry
1994,9658,2025-03-22,Billing
1995,1546,2025-05-18,Billing
1996,7135,2024-06-27,Account Access
1997,1697,2024-12-25,Technical
1998,5945,2024-12-21,Technical
1999,8899,2024-12-27,Technical
2000,6091,2025-06-17,General Inquiry
2001,9808,2025-02-27,Technical
2002,2033,2025-06-14,General Inquiry
2003,8802,2025-10-08,Technical
2004,5722,2024-12-11,Account Access
2005,5750,2024-08-24,Technical
2006,8931,2025-09-30,Technical
2007,6546,2024-12-15,Technical
2008,5672,2025-04-18,Account Access
2009,9028,2025-03-21,Technical
2010,1841,2024-07-10,Technical
2011,5243,2024-01-30,Technical
2012,4000,2025-08-17,General Inquiry
2013,804,2024-07-20,Technical
2014,1087,2024-10-25,Billing
2015,2461,2024-06-17,Technical
2016,2815,2024-02-23,Account Access
2017,4764,2025-10-15,Billing
2018,8967,2025-06-07,Billing
2019,9659,2024-07-29,Billing
2020,8024,2025-10-11,Technical
2021,5761,2025-08-25,Technical
2022,1125,2024-06-11,Billing
2023,2328,2024-07-14,General Inquiry
2024,8661,2024-06-13,General Inquiry
2025,3446,2025-06-10,Account Access
2026,1632,2024-02-09,Billing
2027,6852,2024-05-06,Billing
2028,386,2025-05-27,Technical
2029,7024,2025-04-05,Account Access
2030,5325,2025-04-11,Technical
2031,7708,2025-08-26,Billing
2032,1302,2024-01-15,Technical
2033,6803,2024-10-05,Billing
2034,9458,2024-07-04,Technical
2035,7593,2024-06-09,Technical
2036,5488,2025-03-31,Account Access
2037,3392,2024-02-15,Billing
2038,9178,2025-07-16,Technical
2039,2809,2024-06-04,General Inquiry
2040,5291,2025-03-06,Technical
2041,6332,2024-08-30,Technical
2042,8878,2024-06-12,Technical
2043,3889,2024-12-31,General Inquiry
2044,5133,2024-10-14,Billing
2045,9452,2025-04-11,Billing
2046,6389,2025-05-09,Billing
2047,1761,2025-05-02,Billing
2048,9978,2024-12-05,Billing
2049,2596,2025-07-05,Billing
2050,5716,2025-01-14,General Inquiry
2051,6941,2024-03-04,General Inquiry
2052,5902,2024-06-07,General Inquiry
2053,3190,2024-02-06,Technical
2054,2640,2025-05-22,Billing
2055,2780,2025-07-05,Account Access
2056,615,2025-02-09,Account Access
2057,1799,2024-08-14,General Inquiry
2058,3112,2024-11-18,General Inquiry
2059,4833,2024-01-14,Technical
2060,8231,2025-04-22,General Inquiry
2061,7128,2025-01-17,Account Access
2062,3130,2025-03-25,Billing
2063,5664,2024-05-07,Account Access
2064,9568,2024-01-29,General Inquiry
2065,4118,2024-02-22,Billing
2066,5665,2024-12-23,General Inquiry
2067,1559,2025-09-25,General Inquiry
2068,5708,2025-07-22,Technical
2069,9423,2024-12-24,General Inquiry
2070,5304,2024-07-04,Billing
2071,7638,2024-04-22,Account Access
2072,6244,2024-01-07,Technical
2073,2997,2024-11-09,General Inquiry
2074,238,2025-04-04,Technical
2075,8842,2024-10-21,Account Access
2076,5425,2025-09-17,Account Access
2077,9211,2025-03-20,Billing
2078,3,2024-01-15,Account Access
2079,1098,2025-04-18,Technical
2080,7625,2025-05-05,Technical
2081,9065,2025-03-31,Technical
2082,7338,2024-08-29,General Inquiry
2083,7326,2024-09-02,Account Access
2084,3192,2024-01-02,Account Access
2085,4793,2024-05-22,General Inquiry
2086,5467,2025-09-08,Technical
2087,5788,2024-04-29,General Inquiry
2088,2552,2025-08-04,Billing
2089,9094,2025-01-24,Technical
2090,4278,2024-09-16,Technical
2091,8144,2025-03-20,General Inquiry
2092,8731,2024-05-06,Billing
2093,8298,2025-09-02,Technical
2094,411,2025-09-01,Billing
2095,3216,2025-08-30,Billing
2096,855,2024-12-29,Technical
2097,8933,2024-08-01,Billing
2098,2592,2025-07-16,Technical
2099,45,2025-06-16,Account Access
2100,442,2025-03-03,Technical
2101,7467,2025-06-15,Technical
2102,6184,2024-10-02,Technical
2103,442,2025-04-18,General Inquiry
2104,5224,2025-10-01,General Inquiry
2105,4035,2025-04-25,General Inquiry
2106,2948,2025-07-08,Technical
2107,8839,2024-02-06,Technical
2108,9475,2024-09-09,Technical
2109,6098,2025-06-03,Technical
2110,6111,2024-01-01,General Inquiry
2111,2379,2025-07-07,Technical
2112,8279,2024-08-03,Account Access
2113,1675,2024-03-05,Technical
2114,3291,2025-08-28,General Inquiry
2115,3201,2024-04-21,Technical
2116,1591,2024-07-28,Technical
2117,3287,2024-07-19,Account Access
2118,7312,2025-05-21,General Inquiry
2119,9262,2025-08-04,Account Access
2120,7755,2025-02-18,Technical
2121,7502,2024-07-25,General Inquiry
2122,6791,2024-03-23,Account Access
2123,8748,2024-01-28,Account Access
2124,2722,2025-01-12,Technical
2125,7509,2025-04-13,Technical
2126,4852,2024-02-14,Billing
2127,6296,2024-10-01,Technical
2128,3991,2024-09-13,Technical
2129,1892,2024-08-24,General Inquiry
2130,9371,2024-09-10,Technical
2131,5474,2025-07-20,Billing
2132,4544,2024-07-18,General Inquiry
2133,4796,2024-05-14,Account Access
2134,3221,2025-07-05,Technical
2135,3523,2025-08-29,Billing
2136,4496,2025-06-21,Billing
2137,9026,2025-03-18,General Inquiry
2138,2088,2025-06-07,Billing
2139,3387,2024-11-03,Technical
2140,7721,2024-10-24,Account Access
2141,7385,2024-07-23,Billing
2142,5304,2024-08-26,Technical
2143,1043,2024-10-24,Technical
2144,7365,2025-08-30,Technical
2145,9251,2025-05-06,Technical
2146,1064,2024-01-01,Technical
2147,398,2024-01-01,Billing
2148,2013,2025-02-14,Billing
2149,6164,2025-07-07,Billing
2150,7609,2025-09-08,Technical
2151,4109,2024-08-07,Technical
2152,3014,2024-10-26,Technical
2153,1031,2024-01-23,General Inquiry
2154,4176,2025-10-01,Account Access
2155,1569,2025-08-18,Account Access
2156,7606,2024-03-10,General Inquiry
2157,6338,2025-06-30,Billing
2158,8479,2024-01-08,Billing
2159,9002,2024-11-28,General Inquiry
2160,824,2024-04-14,Billing
2161,8092,2025-08-13,Technical
2162,1294,2024-12-24,General Inquiry
2163,5345,2025-09-24,Billing
2164,6337,2024-08-09,Account Access
2165,6414,2024-09-30,Billing
2166,7233,2025-06-25,Technical
2167,7098,2024-11-04,Technical
2168,8929,2025-05-23,Technical
2169,4241,2024-01-06,Account Access
2170,8194,2024-04-18,General Inquiry
2171,5834,2025-08-12,Technical
2172,4285,2024-12-12,Billing
2173,225,2025-04-01,Technical
2174,2000,2024-11-03,General Inquiry
2175,6364,2025-05-09,Technical
2176,7771,2025-06-27,Billing
2177,6164,2024-07-18,Billing
2178,7513,2025-05-07,Billing
2179,1588,2025-06-25,General Inquiry
2180,1968,2025-07-26,Technical
2181,687,2024-05-03,Billing
2182,1770,2025-08-31,Technical
2183,4525,2025-07-04,Account Access
2184,9729,2025-02-02,Technical
2185,2737,2024-03-11,Billing
2186,6897,2024-02-28,General Inquiry
2187,7253,2025-08-05,Technical
2188,5643,2024-11-01,Account Access
2189,5629,2025-06-08,Billing
2190,9893,2025-04-07,Technical
2191,1386,2025-02-12,General Inquiry
2192,7408,2025-05-10,Billing
2193,8654,2024-01-08,General Inquiry
2194,2981,2024-07-27,Account Access
2195,334,2025-07-18,Billing
2196,6330,2025-10-04,Technical
2197,8691,2025-05-10,General Inquiry
2198,1613,2025-01-12,Technical
2199,7854,2024-01-05,Billing
2200,592,2024-07-23,Billing
2201,5549,2024-04-15,Technical
2202,623,2024-06-06,Technical
2203,3903,2024-04-20,General Inquiry
2204,7957,2025-02-20,Technical
2205,8084,2024-11-10,Account Access
2206,2249,2024-05-30,Technical
2207,9037,2025-06-06,Billing
2208,6221,2024-12-18,Billing
2209,918,2025-05-10,General Inquiry
2210,8085,2024-03-20,Billing
2211,5079,2024-05-19,Billing
2212,8175,2025-01-17,Technical
2213,4002,2025-01-17,Technical
2214,8677,2024-09-18,Technical
2215,9423,2024-06-28,Billing
2216,4865,2024-06-16,General Inquiry
2217,255,2024-12-23,Account Access
2218,3730,2024-09-27,Technical
2219,523,2024-07-25,Technical
2220,7039,2024-05-12,General Inquiry
2221,8436,2025-02-09,General Inquiry
2222,4885,2025-09-17,Billing
2223,3763,2024-07-22,Billing
2224,6845,2024-03-11,Account Access
2225,8944,2025-01-27,Technical
2226,6235,2024-07-26,Billing
2227,9849,2024-09-27,Technical
2228,6720,2024-09-23,Technical
2229,4975,2024-04-27,Account Access
2230,7272,2025-02-05,Billing
2231,8598,2024-07-29,Account Access
2232,8482,2024-06-06,General Inquiry
2233,2705,2025-07-21,General Inquiry
2234,8233,2025-01-29,Account Access
2235,9699,2024-12-03,Technical
2236,9087,2024-06-02,Billing
2237,7090,2025-02-06,Account Access
2238,3035,2024-07-25,Technical
2239,5070,2024-02-07,General Inquiry
2240,7297,2025-08-19,Technical
2241,4175,2025-09-15,Technical
2242,7708,2024-04-03,General Inquiry
2243,3617,2025-01-16,General Inquiry
2244,9306,2025-09-02,Technical
2245,7770,2024-04-08,Account Access
2246,8038,2025-10-08,Account Access
2247,2469,2025-01-05,Account Access
2248,9296,2024-11-10,Technical
2249,1373,2024-08-02,Technical
2250,4822,2025-09-22,Technical
2251,5616,2025-09-27,General Inquiry
2252,7072,2025-03-27,Technical
2253,2540,2024-09-10,General Inquiry
2254,9823,2025-10-09,Billing
2255,567,2025-07-06,Technical
2256,8331,2025-07-15,Account Access
2257,2884,2025-07-19,General Inquiry
2258,4504,2025-10-06,Technical
2259,9285,2024-09-19,Billing
2260,1027,2025-07-20,Technical
2261,2761,2024-03-23,Account Access
2262,2521,2024-08-23,Technical
2263,8906,2025-06-09,Technical
2264,3948,2024-06-02,Account Access
2265,1077,2025-03-24,Account Access
2266,1305,2025-01-21,General Inquiry
2267,390,2025-09-17,Technical
2268,8829,2024-09-13,Technical
2269,1879,2025-05-16,Technical
2270,247,2025-02-13,Technical
2271,7325,2024-10-14,Billing
2272,4402,2024-02-20,Technical
2273,946,2025-10-11,Billing
2274,5393,2024-01-28,Billing
2275,5343,2025-02-18,Technical
2276,9778,2024-10-21,General Inquiry
2277,4885,2024-02-11,Technical
2278,687,2025-03-01,Technical
2279,5750,2025-01-12,Billing
2280,6411,2024-07-21,Billing
2281,5486,2024-05-30,Billing
2282,8185,2025-07-21,Technical
2283,6179,2025-07-19,General Inquiry
2284,2859,2024-02-24,Technical
2285,7511,2024-04-03,General Inquiry
2286,2181,2025-02-01,Billing
2287,8910,2024-07-26,Billing
2288,7574,2024-06-22,Account Access
2289,8686,2025-03-20,Billing
2290,3061,2025-07-17,Technical
2291,1455,2024-09-03,Technical
2292,279,2025-03-29,Technical
2293,6663,2024-12-08,General Inquiry
2294,7907,2025-07-14,Account Access
2295,5119,2024-06-16,Billing
2296,8176,2025-09-19,Technical
2297,6105,2025-10-08,Billing
2298,7070,2025-05-02,General Inquiry
2299,474,2024-04-24,General Inquiry
2300,9825,2025-01-15,Technical
2301,9464,2024-02-04,General Inquiry
2302,9764,2024-11-09,General Inquiry
2303,5079,2024-12-03,Technical
2304,5184,2024-02-20,Technical
2305,3537,2025-07-22,Technical
2306,3206,2024-09-25,Billing
2307,5861,2025-05-29,Technical
2308,9929,2024-09-20,General Inquiry
2309,7383,2025-05-22,General Inquiry
2310,4507,2025-04-06,General Inquiry
2311,2574,2024-09-03,Account Access
2312,5610,2025-03-18,Billing
2313,6529,2024-07-05,Account Access
2314,6583,2025-01-09,Technical
2315,965,2024-06-15,Billing
2316,2733,2024-06-20,Technical
2317,5230,2024-07-09,Technical
2318,6036,2025-06-09,Technical
2319,437,2024-02-18,General Inquiry
2320,2017,2024-07-22,Technical
2321,507,2025-01-24,General Inquiry
2322,5030,2025-08-31,Account Access
2323,3744,2024-12-08,Technical
2324,5439,2025-05-13,Account Access
2325,9004,2025-10-03,Technical
2326,5467,2024-09-17,Technical
2327,6618,2024-10-06,Account Access
2328,8419,2025-04-20,Billing
2329,7855,2025-01-31,Technical
2330,9211,2025-09-14,Technical
2331,8750,2024-10-17,Technical
2332,3665,2024-06-18,Billing
2333,6492,2025-02-13,Billing
2334,4236,2025-01-05,Technical
2335,1355,2024-06-30,Billing
2336,7928,2024-01-25,Technical
2337,4218,2024-02-10,Billing
2338,3942,2024-12-30,Account Access
2339,7729,2025-04-13,General Inquiry
2340,4994,2025-08-17,Technical
2341,2703,2025-03-24,Billing
2342,3995,2025-09-25,Technical
2343,1772,2025-05-17,Technical
2344,6250,2025-06-17,Technical
2345,628,2025-09-28,Billing
2346,1633,2024-05-03,Technical
2347,6082,2024-06-17,Technical
2348,8596,2024-01-27,General Inquiry
2349,5214,2024-08-07,General Inquiry
2350,1875,2025-10-04,Billing
2351,3628,2024-01-21,Technical
2352,5829,2024-05-29,General Inquiry
2353,5151,2024-11-05,Account Access
2354,2515,2024-01-12,Account Access
2355,1155,2025-06-11,Technical
2356,6230,2024-11-28,Technical
2357,6509,2024-01-31,Account Access
2358,8305,2025-06-25,Account Access
2359,2213,2025-01-22,Technical
2360,9200,2025-05-15,Billing
2361,8637,2024-02-03,General Inquiry
2362,1898,2025-09-24,Billing
2363,5821,2025-07-05,Technical
2364,7557,2024-11-09,General Inquiry
2365,4533,2024-08-19,Account Access
2366,5424,2024-05-27,Technical
2367,4915,2025-08-29,Billing
2368,8989,2025-08-14,Technical
2369,3107,2024-07-12,Technical
2370,9722,2025-01-11,General Inquiry
2371,6043,2024-10-22,Technical
2372,4396,2024-09-25,Account Access
2373,6551,2024-04-10,Technical
2374,6254,2024-04-25,Technical
2375,7467,2024-07-28,Technical
2376,9510,2024-04-23,General Inquiry
2377,8934,2025-09-30,Account Access
2378,5194,2024-09-26,General Inquiry
2379,2040,2024-11-02,General Inquiry
2380,778,2025-01-30,Technical
2381,2152,2025-07-16,Technical
2382,9260,2024-05-18,General Inquiry
2383,7746,2024-06-01,Technical
2384,1029,2024-06-16,Technical
2385,6152,2024-03-18,Account Access
2386,4733,2025-08-13,General Inquiry
2387,3812,2025-07-27,Technical
2388,112,2025-01-04,Technical
2389,9988,2024-03-18,Account Access
2390,9456,2024-08-13,Billing
2391,5864,2024-03-01,General Inquiry
2392,4638,2024-11-12,Technical
2393,7869,2024-12-06,Billing
2394,7178,2024-11-26,Technical
2395,5953,2025-03-29,Billing
2396,5347,2024-05-13,Account Access
2397,3035,2025-08-04,Technical
2398,6959,2024-09-09,Account Access
2399,5675,2024-04-30,Technical
2400,5650,2024-03-13,Technical
2401,9893,2024-11-04,General Inquiry
2402,5417,2025-08-06,General Inquiry
2403,3791,2025-09-12,Billing
2404,7183,2024-09-19,Billing
2405,9462,2025-09-23,Billing
2406,5124,2024-04-30,Technical
2407,1804,2025-09-10,General Inquiry
2408,4648,2025-01-04,Technical
2409,6100,2024-04-21,General Inquiry
2410,2629,2025-03-29,Technical
2411,9319,2025-10-16,Technical
2412,7395,2024-06-24,Technical
2413,4750,2024-09-02,General Inquiry
2414,6175,2024-03-16,Account Access
2415,3869,2025-09-01,Technical
2416,5649,2025-04-09,Technical
2417,9200,2024-03-18,Billing
2418,3413,2025-09-28,Billing
2419,1816,2024-06-06,Account Access
2420,2663,2024-06-19,General Inquiry
2421,9114,2025-02-02,Technical
2422,8042,2024-04-06,Technical
2423,1529,2024-08-27,Technical
2424,897,2024-09-06,General Inquiry
2425,9380,2025-07-19,Technical
2426,8304,2024-03-07,General Inquiry
2427,1125,2024-06-27,Technical
2428,926,2024-09-02,Billing
2429,9590,2024-10-13,General Inquiry
2430,373,2024-11-15,Technical
2431,2944,2025-03-08,Billing
2432,2779,2024-01-24,General Inquiry
2433,3471,2024-07-16,Technical
2434,955,2025-07-11,Technical
2435,4533,2024-07-06,Account Access
2436,9310,2024-02-14,Billing
2437,6657,2024-08-29,Account Access
2438,592,2024-02-05,Billing
2439,1922,2025-08-21,Technical
2440,9459,2025-09-21,Account Access
2441,9663,2024-08-10,General Inquiry
2442,7704,2024-12-18,Technical
2443,4141,2025-06-25,Technical
2444,2291,2025-08-24,Technical
2445,9717,2024-09-08,Billing
2446,4877,2024-05-28,Billing
2447,730,2025-09-23,Technical
2448,1378,2024-02-16,Technical
2449,9097,2024-12-13,Account Access
2450,1216,2024-01-12,General Inquiry
2451,7602,2024-04-22,Technical
2452,163,2024-08-04,Technical
2453,2561,2025-08-25,Account Access
2454,3753,2025-08-15,Technical
2455,183,2024-07-14,Billing
2456,5246,2025-08-22,General Inquiry
2457,3656,2024-06-08,Technical
2458,4749,2025-04-15,Technical
2459,1481,2024-10-16,Technical
2460,7673,2025-05-23,Billing
2461,6600,2024-04-30,Billing
2462,5496,2025-03-11,Account Access
2463,740,2024-09-19,General Inquiry
2464,3127,2025-10-13,General Inquiry
2465,5052,2025-01-02,Billing
2466,7656,2025-07-24,Technical
2467,9416,2025-05-09,Billing
2468,6715,2024-10-28,Billing
2469,1483,2024-09-25,Technical
2470,946,2025-09-15,General Inquiry
2471,8874,2025-02-06,Account Access
2472,1907,2024-09-23,Technical
2473,4118,2025-09-10,Billing
2474,5197,2024-11-12,Account Access
2475,6943,2025-05-07,Technical
2476,789,2025-10-17,General Inquiry
2477,8997,2025-02-27,General Inquiry
2478,3206,2024-03-24,Billing
2479,7641,2024-05-01,Account Access
2480,7296,2025-10-04,General Inquiry
2481,6302,2024-10-26,Technical
2482,3989,2024-03-29,General Inquiry
2483,9642,2024-04-17,Technical
2484,5119,2024-05-20,Technical
2485,4511,2024-09-21,Account Access
2486,8919,2025-05-22,Technical
2487,3804,2025-06-15,General Inquiry
2488,5742,2025-03-20,Technical
2489,6633,2025-02-17,Billing
2490,2151,2024-05-25,Technical
2491,1994,2025-04-08,Technical
2492,3629,2025-04-27,Account Access
2493,4210,2025-05-01,Technical
2494,3724,2025-08-06,Technical
2495,9960,2025-07-29,General Inquiry
2496,1731,2024-09-10,Technical
2497,6111,2024-01-30,Billing
2498,633,2024-12-15,Billing
2499,4246,2024-01-02,Technical
2500,8292,2025-07-19,Account Access
2501,8581,2025-10-15,Technical
2502,23,2024-01-14,Billing
2503,3970,2024-07-16,Technical
2504,2994,2024-07-24,General Inquiry
2505,3959,2024-07-22,General Inquiry
2506,390,2024-07-01,Billing
2507,4266,2025-07-24,General Inquiry
2508,3074,2024-10-22,General Inquiry
2509,1455,2024-11-05,Account Access
2510,7104,2025-07-21,Technical
2511,802,2025-02-18,Account Access
2512,3277,2025-05-10,Technical
2513,4559,2024-06-07,Technical
2514,8234,2024-04-11,Technical
2515,7632,2024-10-17,Technical
2516,9471,2025-01-21,Account Access
2517,2197,2024-04-08,Technical
2518,581,2024-01-30,Technical
2519,9810,2024-08-22,General Inquiry
2520,3295,2025-07-13,General Inquiry
2521,2607,2025-06-05,General Inquiry
2522,8057,2024-03-01,Technical
2523,926,2025-05-01,Account Access
2524,160,2024-10-11,General Inquiry
2525,5474,2024-07-14,Technical
2526,3763,2024-05-02,Billing
2527,1757,2024-09-01,Account Access
2528,2814,2024-07-03,Technical
2529,1158,2024-06-23,Technical
2530,308,2024-08-18,Account Access
2531,5453,2025-06-23,Billing
2532,7690,2025-05-30,Technical
2533,2705,2024-08-13,Technical
2534,6217,2025-03-09,Billing
2535,1874,2025-02-03,Billing
2536,1837,2024-01-02,Billing
2537,8360,2025-02-10,Billing
2538,5890,2024-06-24,Technical
2539,1351,2025-08-06,Technical
2540,5054,2024-06-24,Billing
2541,1074,2024-02-05,Billing
2542,6117,2024-06-13,General Inquiry
2543,7329,2024-03-13,Billing
2544,785,2024-02-13,Billing
2545,3395,2024-11-21,Account Access
2546,8264,2025-08-18,General Inquiry
2547,4040,2025-07-19,Billing
2548,1496,2025-10-18,Account Access
2549,9282,2024-11-22,General Inquiry
2550,8911,2024-02-22,General Inquiry
2551,4281,2024-11-02,General Inquiry
2552,9825,2025-06-25,Billing
2553,4040,2024-08-17,Billing
2554,4490,2024-06-24,Billing
2555,8594,2024-09-09,Technical
2556,3351,2025-01-20,General Inquiry
2557,3966,2024-09-17,General Inquiry
2558,7423,2024-10-17,General Inquiry
2559,1481,2024-11-27,Billing
2560,989,2024-12-03,Billing
2561,7351,2025-07-02,General Inquiry
2562,123,2024-07-08,General Inquiry
2563,5978,2025-01-05,Technical
2564,1402,2025-08-14,General Inquiry
2565,5106,2025-01-29,General Inquiry
2566,3061,2025-09-01,Technical
2567,2160,2025-01-16,Technical
2568,9760,2025-04-29,Technical
2569,7686,2025-07-23,Billing
2570,965,2025-05-26,Billing
2571,958,2024-01-06,General Inquiry
2572,9813,2025-07-02,Technical
2573,8646,2024-09-30,General Inquiry
2574,1885,2025-04-11,Technical
