user_id,tenure_days,days_since_last_event,total_support_tickets,has_billing_issue,plan_type,billing_cycle,churn
2616,323,1,0.0,0.0,Family,Annual,False
2617,558,1,0.0,0.0,Premium,Monthly,False
2618,627,3,0.0,0.0,Basic,Annual,False
2619,488,6,0.0,0.0,Family,Annual,False
2620,623,72,0.0,0.0,Premium,Annual,False
2621,629,29,0.0,0.0,Premium,Monthly,False
2622,292,2,0.0,0.0,Family,Annual,False
2623,334,35,3.0,1.0,Premium,Annual,True
2624,445,18,0.0,0.0,Family,Annual,False
2625,554,33,1.0,0.0,Basic,Monthly,True
2626,477,32,1.0,0.0,Basic,Annual,False
2627,349,10,0.0,0.0,Basic,Annual,False
2628,509,9,0.0,0.0,Premium,Monthly,False
2629,621,14,1.0,0.0,Family,Annual,False
2630,420,9,0.0,0.0,Premium,Annual,False
2631,365,3,1.0,0.0,Premium,Monthly,False
2632,599,6,0.0,0.0,Premium,Monthly,False
2633,614,4,1.0,0.0,Premium,Annual,False
2634,431,11,0.0,0.0,Family,Annual,False
2635,644,22,1.0,0.0,Family,Annual,False
2636,353,3,1.0,0.0,Premium,Annual,False
2637,457,6,1.0,0.0,Basic,Monthly,False
2638,603,21,2.0,0.0,Premium,Monthly,False
2639,515,13,1.0,0.0,Premium,Annual,False
2640,450,3,1.0,1.0,Basic,Monthly,False
2641,493,12,0.0,0.0,Basic,Annual,False
2642,314,2,0.0,0.0,Family,Annual,False
2643,360,4,0.0,0.0,Family,Annual,False
2644,471,19,0.0,0.0,Basic,Annual,False
2645,556,20,1.0,0.0,Basic,Monthly,False
2646,589,57,0.0,0.0,Premium,Monthly,False
2647,582,18,0.0,0.0,Family,Annual,False
2648,461,14,1.0,0.0,Premium,Annual,False
2649,473,1,0.0,0.0,Premium,Annual,False
2650,589,2,3.0,0.0,Basic,Annual,False
2651,395,16,0.0,0.0,Premium,Annual,False
2652,468,20,0.0,0.0,Family,Annual,False
2653,530,17,1.0,0.0,Family,Annual,False
2654,640,6,0.0,0.0,Family,Annual,False
2655,609,4,1.0,0.0,Family,Annual,False
2656,297,55,0.0,0.0,Basic,Monthly,False
2657,470,21,1.0,0.0,Family,Annual,False
2658,436,60,1.0,0.0,Family,Annual,False
2659,644,1,0.0,0.0,Basic,Monthly,False
2660,548,8,0.0,0.0,Family,Annual,False
2661,470,0,0.0,0.0,Basic,Annual,False
2662,587,2,0.0,0.0,Family,Annual,False
2663,320,33,2.0,1.0,Basic,Annual,True
2664,598,15,0.0,0.0,Family,Annual,False
2665,624,11,0.0,0.0,Premium,Monthly,False
2666,303,0,1.0,0.0,Basic,Annual,False
2667,462,11,0.0,0.0,Premium,Annual,False
2668,472,3,0.0,0.0,Premium,Annual,False
2669,546,4,0.0,0.0,Premium,Annual,False
2670,540,5,0.0,0.0,Basic,Monthly,False
2671,480,15,0.0,0.0,Family,Annual,False
2672,564,9,0.0,0.0,Family,Annual,False
2673,461,8,0.0,0.0,Premium,Monthly,False
2674,411,16,0.0,0.0,Basic,Monthly,False
2675,459,45,2.0,0.0,Family,Annual,False
2676,565,11,0.0,0.0,Premium,Annual,False
2677,351,2,1.0,0.0,Basic,Annual,False
2678,461,1,1.0,0.0,Family,Annual,False
2679,619,7,1.0,1.0,Family,Annual,False
2680,451,22,0.0,0.0,Premium,Monthly,False
2681,573,19,0.0,0.0,Family,Annual,False
2682,399,13,0.0,0.0,Family,Annual,False
2683,607,0,1.0,0.0,Premium,Monthly,False
2684,545,8,0.0,0.0,Basic,Annual,False
2685,334,10,0.0,0.0,Family,Annual,False
2686,355,5,0.0,0.0,Family,Annual,False
2687,408,1,4.0,1.0,Basic,Monthly,False
2688,533,16,1.0,0.0,Basic,Monthly,False
2689,571,0,0.0,0.0,Premium,Monthly,False
2690,596,10,0.0,0.0,Premium,Monthly,False
2691,632,9,0.0,0.0,Premium,Monthly,False
2692,490,0,0.0,0.0,Basic,Monthly,False
2693,523,58,0.0,0.0,Family,Annual,False
2694,556,23,1.0,0.0,Premium,Monthly,False
2695,395,0,0.0,0.0,Premium,Monthly,False
2696,608,0,0.0,0.0,Family,Annual,False
2697,293,25,0.0,0.0,Premium,Monthly,False
2698,552,34,2.0,1.0,Basic,Monthly,True
2699,549,23,1.0,0.0,Family,Annual,False
2700,409,22,0.0,0.0,Premium,Monthly,False
2701,590,21,0.0,0.0,Premium,Annual,False
2702,490,8,1.0,0.0,Family,Annual,False
2703,473,21,1.0,1.0,Basic,Monthly,False
2704,510,44,0.0,0.0,Premium,Monthly,True
2705,510,49,6.0,1.0,Premium,Monthly,True
2706,510,2,0.0,0.0,Family,Annual,False
2707,456,4,0.0,0.0,Basic,Annual,False
2708,596,3,1.0,0.0,Premium,Annual,False
2709,479,14,0.0,0.0,Premium,Monthly,False
2710,418,20,0.0,0.0,Premium,Annual,False
2711,603,58,0.0,0.0,Basic,Monthly,False
2712,566,21,0.0,0.0,Basic,Monthly,False
2713,634,26,0.0,0.0,Premium,Monthly,False
2714,414,5,0.0,0.0,Family,Annual,False
2715,554,11,1.0,0.0,Family,Annual,False
2716,294,32,0.0,0.0,Basic,Monthly,False
2717,333,40,0.0,0.0,Family,Annual,False
2718,293,60,0.0,0.0,Premium,Monthly,False
2719,578,2,0.0,0.0,Family,Annual,False
2720,644,72,1.0,0.0,Basic,Annual,False
2721,381,30,1.0,1.0,Basic,Annual,True
2722,498,14,1.0,0.0,Premium,Annual,False
2723,446,4,0.0,0.0,Family,Annual,False
2724,440,5,0.0,0.0,Family,Annual,False
2725,523,6,0.0,0.0,Premium,Monthly,False
2726,487,11,0.0,0.0,Premium,Annual,False
2727,460,12,1.0,0.0,Premium,Monthly,False
2728,609,35,0.0,0.0,Basic,Monthly,False
2729,461,12,0.0,0.0,Family,Annual,False
2730,468,20,1.0,0.0,Basic,Annual,False
2731,550,7,0.0,0.0,Family,Annual,False
2732,327,12,0.0,0.0,Basic,Annual,False
2733,295,12,1.0,0.0,Basic,Annual,False
2734,559,12,0.0,0.0,Family,Annual,False
2735,502,54,0.0,0.0,Basic,Monthly,False
2736,429,3,1.0,1.0,Family,Annual,False
2737,475,15,1.0,1.0,Premium,Monthly,False
2738,560,10,0.0,0.0,Basic,Monthly,False
2739,448,0,0.0,0.0,Premium,Monthly,False
2740,408,1,0.0,0.0,Premium,Monthly,False
2741,306,34,0.0,0.0,Family,Annual,False
2742,510,16,0.0,0.0,Basic,Annual,False
2743,638,6,1.0,0.0,Family,Annual,False
2744,341,44,0.0,0.0,Basic,Annual,False
2745,447,3,0.0,0.0,Basic,Monthly,False
2746,476,21,0.0,0.0,Family,Annual,False
2747,586,13,0.0,0.0,Basic,Annual,False
2748,340,0,0.0,0.0,Family,Annual,False
2749,447,5,0.0,0.0,Family,Annual,False
2750,406,55,1.0,0.0,Family,Annual,False
2751,543,3,0.0,0.0,Family,Annual,False
2752,616,12,0.0,0.0,Premium,Annual,False
2753,476,30,1.0,0.0,Basic,Monthly,False
2754,361,16,1.0,0.0,Family,Annual,False
2755,334,1,2.0,0.0,Basic,Monthly,False
2756,491,6,0.0,0.0,Basic,Annual,False
2757,571,4,0.0,0.0,Basic,Monthly,False
2758,358,4,2.0,0.0,Basic,Annual,False
2759,491,16,0.0,0.0,Basic,Annual,False
2760,571,32,2.0,1.0,Premium,Annual,True
2761,576,21,1.0,0.0,Family,Annual,False
2762,637,2,0.0,0.0,Family,Annual,False
2763,536,24,1.0,0.0,Premium,Monthly,False
2764,441,1,1.0,0.0,Family,Annual,False
2765,554,0,0.0,0.0,Basic,Monthly,False
2766,420,2,1.0,0.0,Basic,Monthly,False
2767,501,20,0.0,0.0,Family,Annual,False
2768,497,4,0.0,0.0,Family,Annual,False
2769,370,22,0.0,0.0,Premium,Monthly,False
2770,532,2,0.0,0.0,Basic,Monthly,False
2771,374,54,1.0,1.0,Family,Annual,False
2772,630,17,1.0,0.0,Basic,Annual,False
2773,415,0,1.0,0.0,Premium,Monthly,False
2774,368,13,1.0,0.0,Premium,Annual,False
2775,358,2,1.0,0.0,Family,Annual,False
2776,581,4,1.0,0.0,Basic,Monthly,False
2777,481,12,1.0,0.0,Premium,Monthly,False
2778,568,2,2.0,0.0,Family,Annual,False
2779,649,3,1.0,0.0,Basic,Monthly,False
2780,457,6,1.0,0.0,Premium,Annual,False
2781,435,16,0.0,0.0,Family,Annual,False
2782,650,5,0.0,0.0,Family,Annual,False
2783,364,12,1.0,0.0,Premium,Monthly,False
2784,541,3,0.0,0.0,Premium,Annual,False
2785,468,3,1.0,0.0,Premium,Annual,False
2786,600,14,0.0,0.0,Basic,Monthly,False
2787,373,2,0.0,0.0,Family,Annual,False
2788,531,37,0.0,0.0,Family,Annual,False
2789,463,17,0.0,0.0,Premium,Annual,False
2790,347,18,0.0,0.0,Family,Annual,False
2791,542,14,1.0,0.0,Premium,Annual,False
2792,651,29,0.0,0.0,Premium,Annual,False
2793,297,12,0.0,0.0,Family,Annual,False
2794,514,1,0.0,0.0,Family,Annual,False
2795,644,1,0.0,0.0,Basic,Monthly,False
2796,516,34,0.0,0.0,Premium,Annual,False
2797,601,47,1.0,0.0,Basic,Annual,False
2798,582,3,0.0,0.0,Premium,Annual,False
2799,556,0,2.0,0.0,Basic,Monthly,False
2800,508,8,0.0,0.0,Premium,Annual,False
2801,361,37,0.0,0.0,Premium,Monthly,True
2802,406,11,0.0,0.0,Basic,Annual,False
2803,637,1,0.0,0.0,Premium,Annual,False
2804,310,1,2.0,0.0,Premium,Monthly,False
2805,614,11,1.0,0.0,Premium,Annual,False
2806,634,1,2.0,1.0,Premium,Annual,False
2807,439,9,1.0,0.0,Basic,Monthly,False
2808,447,0,0.0,0.0,Family,Annual,False
2809,354,21,1.0,0.0,Family,Annual,False
2810,580,12,1.0,0.0,Premium,Monthly,False
2811,376,18,0.0,0.0,Basic,Annual,False
2812,464,24,0.0,0.0,Basic,Annual,False
2813,294,1,2.0,0.0,Premium,Annual,False
2814,444,5,2.0,1.0,Family,Annual,False
2815,565,18,1.0,0.0,Family,Annual,False
2816,333,8,1.0,0.0,Premium,Annual,False
2817,478,2,0.0,0.0,Premium,Annual,False
2818,369,3,0.0,0.0,Premium,Monthly,False
2819,367,10,1.0,0.0,Family,Annual,False
2820,525,0,0.0,0.0,Basic,Monthly,False
2821,571,3,0.0,0.0,Premium,Annual,False
2822,512,31,3.0,1.0,Basic,Annual,True
2823,320,13,0.0,0.0,Family,Annual,False
2824,584,2,0.0,0.0,Premium,Monthly,False
2825,337,3,0.0,0.0,Premium,Monthly,False
2826,484,6,0.0,0.0,Premium,Annual,False
2827,451,31,1.0,0.0,Basic,Monthly,False
2828,389,6,0.0,0.0,Basic,Monthly,False
2829,444,1,0.0,0.0,Basic,Monthly,False
2830,464,12,1.0,0.0,Basic,Annual,False
2831,463,0,1.0,0.0,Premium,Annual,False
2832,604,24,0.0,0.0,Family,Annual,False
2833,421,31,0.0,0.0,Premium,Monthly,False
2834,533,15,0.0,0.0,Family,Annual,False
2835,561,17,0.0,0.0,Basic,Annual,False
2836,507,16,0.0,0.0,Family,Annual,False
2837,415,6,0.0,0.0,Basic,Monthly,False
2838,597,1,0.0,0.0,Basic,Monthly,False
2839,563,18,0.0,0.0,Basic,Monthly,False
2840,547,12,0.0,0.0,Premium,Monthly,False
2841,585,36,5.0,1.0,Premium,Annual,True
2842,433,7,1.0,0.0,Premium,Monthly,False
2843,576,10,0.0,0.0,Basic,Monthly,False
2844,535,5,1.0,0.0,Family,Annual,False
2845,359,1,2.0,0.0,Family,Annual,False
2846,656,24,0.0,0.0,Basic,Annual,False
2847,592,6,0.0,0.0,Family,Annual,False
2848,306,21,0.0,0.0,Premium,Monthly,False
2849,437,2,0.0,0.0,Family,Annual,False
2850,339,4,0.0,0.0,Family,Annual,False
2851,342,9,1.0,0.0,Family,Annual,False
2852,556,0,0.0,0.0,Basic,Monthly,False
2853,506,18,1.0,0.0,Basic,Monthly,False
2854,307,20,0.0,0.0,Premium,Monthly,False
2855,634,8,0.0,0.0,Premium,Monthly,False
2856,441,40,1.0,0.0,Basic,Monthly,False
2857,425,6,0.0,0.0,Basic,Annual,False
2858,576,1,1.0,1.0,Premium,Monthly,False
2859,588,9,1.0,0.0,Basic,Monthly,False
2860,368,6,0.0,0.0,Family,Annual,False
2861,503,4,0.0,0.0,Premium,Annual,False
2862,402,12,1.0,0.0,Family,Annual,False
2863,414,13,0.0,0.0,Basic,Monthly,False
2864,311,9,0.0,0.0,Premium,Monthly,False
2865,519,22,0.0,0.0,Premium,Monthly,False
2866,594,16,0.0,0.0,Family,Annual,False
2867,340,12,0.0,0.0,Family,Annual,False
2868,515,8,0.0,0.0,Basic,Monthly,False
2869,550,1,0.0,0.0,Basic,Monthly,False
2870,308,10,0.0,0.0,Family,Annual,False
2871,564,43,0.0,0.0,Family,Annual,False
2872,427,26,0.0,0.0,Premium,Annual,False
2873,526,43,1.0,1.0,Basic,Annual,True
2874,523,9,0.0,0.0,Family,Annual,False
2875,332,13,0.0,0.0,Basic,Annual,False
2876,561,1,1.0,0.0,Family,Annual,False
2877,607,3,1.0,0.0,Basic,Annual,False
2878,564,18,1.0,0.0,Premium,Monthly,False
2879,346,19,1.0,0.0,Basic,Annual,False
2880,509,37,4.0,1.0,Premium,Annual,True
2881,638,6,0.0,0.0,Family,Annual,False
2882,455,17,0.0,0.0,Premium,Annual,False
2883,306,15,0.0,0.0,Family,Annual,False
2884,409,43,2.0,1.0,Family,Annual,False
2885,613,0,0.0,0.0,Basic,Annual,False
2886,603,15,0.0,0.0,Basic,Monthly,False
2887,532,9,0.0,0.0,Family,Annual,False
2888,620,1,0.0,0.0,Family,Annual,False
2889,387,5,0.0,0.0,Basic,Monthly,False
2890,592,22,0.0,0.0,Basic,Monthly,False
2891,480,11,2.0,0.0,Basic,Monthly,False
2892,510,8,1.0,0.0,Premium,Annual,False
2893,457,0,0.0,0.0,Basic,Annual,False
2894,323,2,0.0,0.0,Family,Annual,False
2895,520,49,0.0,0.0,Basic,Monthly,False
2896,392,24,0.0,0.0,Basic,Monthly,False
2897,571,15,1.0,0.0,Family,Annual,False
2898,512,13,0.0,0.0,Premium,Annual,False
2899,421,4,0.0,0.0,Premium,Annual,False
2900,544,1,0.0,0.0,Basic,Monthly,False
2901,541,8,0.0,0.0,Basic,Monthly,False
2902,588,12,0.0,0.0,Family,Annual,False
2903,635,4,0.0,0.0,Family,Annual,False
2904,316,13,0.0,0.0,Premium,Monthly,False
2905,435,38,5.0,0.0,Basic,Monthly,True
2906,607,4,1.0,0.0,Family,Annual,False
2907,478,10,0.0,0.0,Premium,Annual,False
2908,507,43,0.0,0.0,Family,Annual,False
2909,299,36,0.0,0.0,Family,Annual,False
2910,617,4,0.0,0.0,Family,Annual,False
2911,533,16,0.0,0.0,Basic,Monthly,False
2912,371,0,0.0,0.0,Basic,Annual,False
2913,387,2,0.0,0.0,Family,Annual,False
2914,311,3,0.0,0.0,Premium,Annual,False
2915,397,11,0.0,0.0,Family,Annual,False
2916,456,3,0.0,0.0,Premium,Monthly,False
2917,413,27,1.0,0.0,Basic,Monthly,False
2918,441,3,0.0,0.0,Basic,Monthly,False
2919,552,7,0.0,0.0,Basic,Annual,False
2920,527,42,0.0,0.0,Premium,Monthly,False
2921,316,24,1.0,0.0,Premium,Annual,False
2922,295,36,0.0,0.0,Family,Annual,False
2923,627,11,0.0,0.0,Basic,Monthly,False
2924,551,1,0.0,0.0,Family,Annual,False
2925,327,11,1.0,0.0,Premium,Monthly,False
2926,640,2,1.0,0.0,Family,Annual,False
2927,601,35,0.0,0.0,Basic,Annual,False
2928,642,1,0.0,0.0,Family,Annual,False
2929,319,1,0.0,0.0,Family,Annual,False
2930,530,1,0.0,0.0,Family,Annual,False
2931,616,3,0.0,0.0,Premium,Annual,False
2932,493,13,0.0,0.0,Family,Annual,False
2933,568,4,0.0,0.0,Basic,Monthly,False
2934,391,0,0.0,0.0,Family,Annual,False
2935,420,17,0.0,0.0,Premium,Annual,False
2936,535,6,1.0,0.0,Family,Annual,False
2937,454,5,1.0,0.0,Premium,Annual,False
2938,531,8,0.0,0.0,Basic,Annual,False
2939,591,7,0.0,0.0,Basic,Monthly,False
2940,345,13,0.0,0.0,Premium,Monthly,False
2941,598,10,1.0,0.0,Basic,Annual,False
2942,452,16,0.0,0.0,Premium,Annual,False
2943,363,33,1.0,1.0,Basic,Monthly,False
2944,351,11,3.0,1.0,Premium,Annual,False
2945,422,26,0.0,0.0,Family,Annual,False
2946,334,2,0.0,0.0,Premium,Monthly,False
2947,400,29,0.0,0.0,Family,Annual,False
2948,642,9,2.0,0.0,Basic,Annual,False
2949,571,40,0.0,0.0,Family,Annual,False
2950,318,10,0.0,0.0,Family,Annual,False
2951,318,15,0.0,0.0,Premium,Annual,False
2952,534,12,0.0,0.0,Family,Annual,False
2953,402,9,2.0,0.0,Family,Annual,False
2954,574,8,1.0,0.0,Basic,Annual,False
2955,382,19,0.0,0.0,Basic,Annual,False
2956,459,0,0.0,0.0,Premium,Monthly,False
2957,407,29,0.0,0.0,Premium,Monthly,False
2958,459,11,1.0,1.0,Basic,Monthly,False
2959,415,52,0.0,0.0,Premium,Annual,False
2960,590,31,1.0,0.0,Premium,Monthly,True
2961,469,5,0.0,0.0,Basic,Monthly,False
2962,512,10,1.0,0.0,Family,Annual,False
2963,493,23,0.0,0.0,Premium,Monthly,False
2964,541,2,0.0,0.0,Family,Annual,False
2965,637,35,3.0,1.0,Family,Annual,True
2966,636,55,0.0,0.0,Premium,Monthly,False
2967,529,16,0.0,0.0,Premium,Monthly,False
2968,342,16,0.0,0.0,Basic,Monthly,False
2969,559,13,0.0,0.0,Basic,Annual,False
2970,549,7,0.0,0.0,Premium,Monthly,False
2971,390,18,0.0,0.0,Premium,Annual,False
2972,297,62,1.0,0.0,Premium,Monthly,False
2973,438,31,3.0,1.0,Premium,Monthly,True
2974,350,5,0.0,0.0,Basic,Monthly,False
2975,338,9,0.0,0.0,Basic,Annual,False
2976,550,15,0.0,0.0,Family,Annual,False
2977,358,5,0.0,0.0,Premium,Annual,False
2978,341,0,0.0,0.0,Basic,Annual,False
2979,318,16,0.0,0.0,Basic,Monthly,False
2980,394,15,0.0,0.0,Basic,Monthly,False
2981,443,18,1.0,0.0,Premium,Annual,False
2982,633,15,1.0,1.0,Basic,Monthly,False
2983,398,5,0.0,0.0,Premium,Annual,False
2984,418,21,2.0,0.0,Basic,Monthly,False
2985,608,4,0.0,0.0,Family,Annual,False
2986,569,40,0.0,0.0,Basic,Monthly,False
2987,506,19,0.0,0.0,Family,Annual,False
2988,549,5,0.0,0.0,Basic,Annual,False
2989,410,18,0.0,0.0,Basic,Monthly,False
2990,646,33,0.0,0.0,Basic,Annual,False
2991,399,10,0.0,0.0,Family,Annual,False
2992,367,40,0.0,0.0,Basic,Monthly,False
2993,494,13,0.0,0.0,Premium,Monthly,False
2994,465,9,1.0,0.0,Premium,Annual,False
2995,347,11,0.0,0.0,Premium,Monthly,False
2996,578,17,0.0,0.0,Family,Annual,False
2997,579,32,4.0,0.0,Family,Annual,True
2998,624,7,0.0,0.0,Premium,Monthly,False
2999,552,2,0.0,0.0,Family,Annual,False
3000,637,22,0.0,0.0,Premium,Annual,False
3001,619,24,0.0,0.0,Family,Annual,False
3002,491,6,0.0,0.0,Family,Annual,False
3003,538,1,0.0,0.0,Premium,Annual,False
3004,598,61,0.0,0.0,Premium,Annual,False
3005,592,6,0.0,0.0,Basic,Annual,False
3006,655,5,1.0,1.0,Premium,Annual,False
3007,567,0,0.0,0.0,Basic,Monthly,False
3008,338,9,2.0,0.0,Basic,Annual,False
3009,432,17,1.0,0.0,Basic,Monthly,False
3010,440,5,0.0,0.0,Family,Annual,False
3011,554,29,1.0,0.0,Premium,Monthly,False
3012,595,26,0.0,0.0,Family,Annual,False
3013,416,12,0.0,0.0,Basic,Annual,False
3014,363,12,1.0,0.0,Family,Annual,False
3015,348,58,1.0,0.0,Family,Annual,False
3016,563,2,2.0,0.0,Family,Annual,False
3017,311,14,0.0,0.0,Premium,Monthly,False
3018,527,1,0.0,0.0,Premium,Monthly,False
3019,374,23,0.0,0.0,Family,Annual,False
3020,629,29,0.0,0.0,Premium,Monthly,False
3021,563,1,0.0,0.0,Premium,Annual,False
3022,370,11,0.0,0.0,Premium,Monthly,False
3023,386,0,0.0,0.0,Basic,Annual,False
3024,426,7,1.0,0.0,Family,Annual,False
3025,584,3,0.0,0.0,Family,Annual,False
3026,310,4,0.0,0.0,Basic,Annual,False
3027,322,0,0.0,0.0,Basic,Monthly,False
3028,464,3,1.0,0.0,Basic,Monthly,False
3029,543,2,0.0,0.0,Family,Annual,False
3030,389,2,1.0,0.0,Premium,Monthly,False
3031,394,13,0.0,0.0,Basic,Annual,False
3032,574,3,0.0,0.0,Basic,Monthly,False
3033,454,22,0.0,0.0,Family,Annual,False
3034,617,18,0.0,0.0,Premium,Monthly,False
3035,410,1,2.0,0.0,Premium,Annual,False
3036,512,30,1.0,0.0,Family,Annual,True
3037,524,28,0.0,0.0,Premium,Monthly,False
3038,600,33,0.0,0.0,Family,Annual,False
3039,392,14,0.0,0.0,Premium,Annual,False
3040,590,2,0.0,0.0,Premium,Annual,False
3041,310,17,0.0,0.0,Basic,Annual,False
3042,620,0,0.0,0.0,Basic,Monthly,False
3043,506,3,0.0,0.0,Basic,Annual,False
3044,525,25,0.0,0.0,Basic,Annual,False
3045,591,12,1.0,0.0,Basic,Annual,False
3046,452,8,0.0,0.0,Premium,Monthly,False
3047,508,6,0.0,0.0,Premium,Annual,False
3048,433,11,3.0,1.0,Family,Annual,False
3049,597,10,2.0,1.0,Family,Annual,False
3050,509,3,0.0,0.0,Premium,Annual,False
3051,600,4,0.0,0.0,Basic,Annual,False
3052,425,16,0.0,0.0,Premium,Annual,False
3053,528,37,0.0,0.0,Basic,Monthly,False
3054,430,21,0.0,0.0,Family,Annual,False
3055,542,1,0.0,0.0,Premium,Annual,False
3056,321,0,0.0,0.0,Family,Annual,False
3057,493,0,0.0,0.0,Family,Annual,False
3058,349,5,0.0,0.0,Family,Annual,False
3059,391,10,0.0,0.0,Basic,Annual,False
3060,586,0,0.0,0.0,Basic,Monthly,False
3061,411,5,2.0,0.0,Premium,Annual,False
3062,318,0,1.0,0.0,Premium,Monthly,False
3063,381,0,0.0,0.0,Basic,Monthly,False
3064,307,4,0.0,0.0,Family,Annual,False
3065,308,0,1.0,0.0,Basic,Monthly,False
3066,477,0,2.0,0.0,Basic,Annual,False
3067,418,3,1.0,0.0,Family,Annual,False
3068,313,6,0.0,0.0,Basic,Annual,False
3069,502,20,0.0,0.0,Premium,Monthly,False
3070,523,9,0.0,0.0,Family,Annual,False
3071,297,11,0.0,0.0,Premium,Annual,False
3072,466,5,0.0,0.0,Basic,Monthly,False
3073,350,3,0.0,0.0,Family,Annual,False
3074,313,3,2.0,0.0,Premium,Annual,False
3075,596,27,0.0,0.0,Premium,Monthly,False
3076,550,9,0.0,0.0,Family,Annual,False
3077,453,33,0.0,0.0,Family,Annual,False
3078,433,19,0.0,0.0,Basic,Annual,False
3079,528,4,0.0,0.0,Premium,Monthly,False
3080,643,8,0.0,0.0,Family,Annual,False
3081,348,10,0.0,0.0,Family,Annual,False
3082,497,52,0.0,0.0,Basic,Annual,False
3083,433,4,0.0,0.0,Premium,Monthly,False
3084,654,0,1.0,0.0,Basic,Annual,False
3085,544,8,0.0,0.0,Basic,Monthly,False
3086,511,3,2.0,1.0,Premium,Monthly,False
3087,580,14,2.0,0.0,Basic,Monthly,False
3088,361,7,0.0,0.0,Family,Annual,False
3089,598,28,0.0,0.0,Premium,Monthly,False
3090,594,17,0.0,0.0,Family,Annual,False
3091,342,19,0.0,0.0,Basic,Annual,False
3092,502,25,0.0,0.0,Premium,Monthly,False
3093,305,10,0.0,0.0,Family,Annual,False
3094,554,0,0.0,0.0,Premium,Monthly,False
3095,512,21,1.0,0.0,Premium,Monthly,False
3096,631,5,1.0,1.0,Premium,Annual,False
3097,621,42,0.0,0.0,Family,Annual,False
3098,463,29,0.0,0.0,Basic,Annual,False
3099,337,3,0.0,0.0,Family,Annual,False
3100,577,9,0.0,0.0,Premium,Monthly,False
3101,381,8,0.0,0.0,Basic,Monthly,False
3102,462,8,0.0,0.0,Basic,Monthly,False
3103,324,14,0.0,0.0,Premium,Monthly,False
3104,513,15,0.0,0.0,Basic,Monthly,False
3105,569,13,0.0,0.0,Premium,Monthly,False
3106,573,22,0.0,0.0,Premium,Annual,False
3107,558,58,2.0,0.0,Basic,Annual,False
3108,477,44,0.0,0.0,Family,Annual,False
3109,532,33,0.0,0.0,Basic,Monthly,False
3110,378,5,0.0,0.0,Basic,Annual,False
3111,325,32,0.0,0.0,Premium,Annual,False
3112,361,7,1.0,0.0,Family,Annual,False
3113,424,30,0.0,0.0,Basic,Annual,False
3114,324,1,0.0,0.0,Basic,Annual,False
3115,558,1,1.0,0.0,Basic,Annual,False
3116,301,3,0.0,0.0,Family,Annual,False
3117,304,36,0.0,0.0,Family,Annual,False
3118,521,16,0.0,0.0,Family,Annual,False
3119,425,32,2.0,0.0,Premium,Monthly,True
3120,408,24,1.0,1.0,Family,Annual,False
3121,523,12,0.0,0.0,Basic,Annual,False
3122,619,4,1.0,0.0,Premium,Monthly,False
3123,571,0,0.0,0.0,Basic,Annual,False
3124,553,4,0.0,0.0,Family,Annual,False
3125,544,4,0.0,0.0,Basic,Monthly,False
3126,393,5,0.0,0.0,Premium,Annual,False
3127,468,5,1.0,0.0,Premium,Monthly,False
3128,581,0,1.0,1.0,Premium,Monthly,False
3129,372,0,0.0,0.0,Family,Annual,False
3130,446,34,7.0,1.0,Premium,Annual,True
3131,413,3,0.0,0.0,Basic,Monthly,False
3132,576,33,0.0,0.0,Family,Annual,False
3133,501,8,0.0,0.0,Basic,Annual,False
3134,589,45,0.0,0.0,Family,Annual,False
3135,351,38,0.0,0.0,Basic,Monthly,False
3136,360,12,0.0,0.0,Premium,Annual,False
3137,468,1,0.0,0.0,Basic,Annual,False
3138,568,19,1.0,0.0,Premium,Annual,False
3139,578,0,1.0,0.0,Basic,Annual,False
3140,645,29,0.0,0.0,Premium,Annual,False
3141,331,8,0.0,0.0,Premium,Monthly,False
3142,557,6,0.0,0.0,Basic,Annual,False
3143,558,32,3.0,1.0,Basic,Annual,True
3144,449,13,1.0,1.0,Family,Annual,False
3145,292,8,0.0,0.0,Premium,Annual,False
3146,297,28,0.0,0.0,Basic,Annual,False
3147,450,9,1.0,0.0,Premium,Annual,False
3148,423,1,0.0,0.0,Family,Annual,False
3149,372,43,0.0,0.0,Family,Annual,False
3150,634,17,0.0,0.0,Family,Annual,False
3151,538,8,0.0,0.0,Family,Annual,False
3152,618,56,0.0,0.0,Basic,Monthly,False
3153,592,12,1.0,0.0,Basic,Monthly,False
3154,346,9,0.0,0.0,Basic,Monthly,False
3155,379,35,1.0,0.0,Premium,Annual,False
3156,612,18,0.0,0.0,Basic,Monthly,False
3157,394,3,0.0,0.0,Family,Annual,False
3158,536,6,0.0,0.0,Basic,Annual,False
3159,404,12,1.0,0.0,Family,Annual,False
3160,444,9,0.0,0.0,Basic,Monthly,False
3161,447,6,0.0,0.0,Family,Annual,False
3162,407,18,1.0,0.0,Basic,Monthly,False
3163,395,6,0.0,0.0,Basic,Monthly,False
3164,404,83,1.0,0.0,Family,Annual,False
3165,453,10,1.0,0.0,Premium,Monthly,False
3166,392,9,0.0,0.0,Family,Annual,False
3167,523,1,0.0,0.0,Premium,Annual,False
3168,655,11,1.0,0.0,Premium,Annual,False
3169,300,6,0.0,0.0,Premium,Monthly,False
3170,299,20,0.0,0.0,Basic,Annual,False
3171,450,10,0.0,0.0,Basic,Annual,False
3172,640,36,0.0,0.0,Premium,Annual,False
